1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-7.738433837890625
1.0,-7.002660751342773
1.0,-6.834361553192139
1.0,-7.298141956329346
1.0,-6.920605659484863
1.0,-6.724813938140869
1.0,-6.7790846824646
1.0,-6.796579360961914
1.0,-6.959902763366699
1.0,-7.477841377258301
1.0,-7.358053684234619
1.0,-7.72650671005249
1.0,-7.329804420471191
1.0,-6.911972999572754
1.0,-7.067806720733643
1.0,-6.653438568115234
1.0,-6.715953350067139
1.0,-6.843177318572998
1.0,-6.808423042297363
1.0,-6.858959674835205
1.0,-7.280454158782959
1.0,-7.317890644073486
1.0,-7.371747970581055
1.0,-7.019900798797607
1.0,-6.667839527130127
1.0,-7.100801467895508
1.0,-6.611114025115967
1.0,-6.41021728515625
1.0,-6.690627098083496
1.0,-6.579128742218018
1.0,-6.557611465454102
1.0,-7.142156600952148
1.0,-6.996435642242432
1.0,-7.324509620666504
1.0,-6.987563610076904
1.0,-6.568112850189209
1.0,-6.819919109344482
1.0,-6.466235637664795
1.0,-6.499848365783691
1.0,-6.3472900390625
1.0,-6.498053550720215
1.0,-6.631262302398682
1.0,-6.943490028381348
1.0,-6.872155666351318
1.0,-7.210136413574219
1.0,-6.811759948730469
1.0,-6.635383605957031
1.0,-7.208666801452637
1.0,-6.544854164123535
1.0,-6.276404857635498
1.0,-6.792688369750977
1.0,-6.732682228088379
1.0,-6.709819793701172
1.0,-7.006641387939453
1.0,-6.750654220581055
1.0,-7.018882751464844
1.0,-6.947974681854248
1.0,-6.342809677124023
1.0,-7.624007701873779
1.0,-7.1425347328186035
1.0,-6.3036956787109375
1.0,-5.516685962677002
1.0,-5.834127426147461
1.0,-5.614346981048584
1.0,-5.410134315490723
1.0,-5.512620449066162
1.0,-5.441991806030273
1.0,-5.944382667541504
1.0,-6.884208679199219
1.0,-6.970211505889893
1.0,-7.753242015838623
1.0,-7.943027496337891
1.0,-8.053824424743652
1.0,-7.923746109008789
1.0,-7.4526591300964355
1.0,-8.490214347839355
1.0,-8.95018196105957
1.0,-8.256481170654297
1.0,-7.798851013183594
1.0,-7.94675350189209
1.0,-7.987044334411621
1.0,-7.9968767166137695
1.0,-8.022687911987305
1.0,-8.154191017150879
1.0,-8.306849479675293
1.0,-8.11350154876709
1.0,-8.171903610229492
1.0,-7.850998401641846
1.0,-7.8767571449279785
1.0,-8.014253616333008
1.0,-8.12900161743164
1.0,-7.922659873962402
1.0,-8.016000747680664
1.0,-7.9420318603515625
1.0,-8.498294830322266
1.0,-8.426337242126465
1.0,-8.158270835876465
1.0,-8.414877891540527
1.0,-8.414222717285156
1.0,-8.376678466796875
1.0,-8.529021263122559
1.0,-8.66669750213623
1.0,-8.663743019104004
1.0,-8.591254234313965
1.0,-8.474315643310547
1.0,-8.544049263000488
1.0,-8.55472469329834
1.0,-8.196581840515137
1.0,-8.338897705078125
1.0,-8.298656463623047
1.0,-8.491340637207031
1.0,-8.305529594421387
1.0,-8.190196990966797
1.0,-8.4423828125
1.0,-8.612563133239746
1.0,-8.604644775390625
1.0,-8.640875816345215
1.0,-8.667194366455078
1.0,-8.657468795776367
1.0,-8.763629913330078
1.0,-8.536370277404785
1.0,-8.572957992553711
1.0,-8.669075012207031
1.0,-8.64096450805664
1.0,-8.568537712097168
1.0,-8.486562728881836
1.0,-8.456398963928223
1.0,-8.447002410888672
1.0,-8.367344856262207
1.0,-8.388729095458984
1.0,-8.489498138427734
1.0,-8.494681358337402
1.0,-8.38470458984375
1.0,-8.405717849731445
1.0,-8.437520980834961
1.0,-8.221558570861816
1.0,-8.157734870910645
1.0,-7.837772369384766
1.0,-8.170609474182129
1.0,-8.09291934967041
1.0,-7.847911834716797
1.0,-8.001934051513672
1.0,-7.48969841003418
1.0,-7.649456024169922
1.0,-7.728829383850098
1.0,-8.336319923400879
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
1.0,-5.410134315490723
