1.0,-7.992208003997803
1.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-8.612106323242188
0.0,-8.517462730407715
0.0,-8.486352920532227
0.0,-8.509551048278809
0.0,-8.2119140625
0.0,-8.200189590454102
0.0,-8.031891822814941
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
0.0,-7.992208003997803
1.0,-7.992208003997803
1.0,-7.992208003997803
1.0,-7.992208003997803
1.0,-7.992208003997803
